run_name,family,model_family,modality,seed,gold,pred,count,rate_within_gold
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_cause,non_pair,410,0.22853957636566333
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_context,emo_cause,172,0.17251755265797392
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_context,emo_context,335,0.33600802407221664
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,emo_context,non_pair,490,0.49147442326980945
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,non_pair,emo_cause,1147,0.0741291281587281
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,non_pair,emo_context,937,0.060557099463581725
m3hg_tv_seed456,m3hg_tv,m3hg,tv,456,non_pair,non_pair,13389,0.8653137723776901
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_cause,emo_cause,1114,0.620958751393534
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_cause,emo_context,236,0.13154960981047936
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_cause,non_pair,444,0.24749163879598662
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_context,emo_cause,97,0.09729187562688064
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_context,emo_context,307,0.30792377131394183
mecpe_t_seed123,mecpe_t,mecpe,t,123,emo_context,non_pair,593,0.5947843530591775
mecpe_t_seed123,mecpe_t,mecpe,t,123,non_pair,emo_cause,1161,0.07503393007173786
mecpe_t_seed123,mecpe_t,mecpe,t,123,non_pair,emo_context,923,0.05965229755057196
mecpe_t_seed123,mecpe_t,mecpe,t,123,non_pair,non_pair,13389,0.8653137723776901
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_cause,emo_cause,1042,0.5808249721293199
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_cause,emo_context,217,0.120958751393534
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_cause,non_pair,535,0.29821627647714605
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_context,emo_cause,84,0.08425275827482448
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_context,emo_context,271,0.27181544633901705
mecpe_t_seed42,mecpe_t,mecpe,t,42,emo_context,non_pair,642,0.6439317953861585
mecpe_t_seed42,mecpe_t,mecpe,t,42,non_pair,emo_cause,1056,0.06824791572416468
mecpe_t_seed42,mecpe_t,mecpe,t,42,non_pair,emo_context,824,0.053254055451431526
mecpe_t_seed42,mecpe_t,mecpe,t,42,non_pair,non_pair,13593,0.8784980288244038
mecpe_t_seed456,mecpe_t,mecpe,t,456,emo_cause,emo_cause,1004,0.5596432552954292
